0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NoneLeftA
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NoneLeftB
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,BonusLeftB
1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,BonusLeftB
1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NoneLeftA
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,BonusLeftB
2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,BonusLeftB
2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NoneLeftA
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,BonusLeftA
2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,NoneLeft1Bet
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CenterCherry
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CenterCherry
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CenterCherry
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CornerCherry
4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,CenterCherry
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CornerCherry
4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,CenterCherry
4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CornerCherry
4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,CenterCherry
5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,10,Melon1st
5,1,0,3,3,0,0,0,0,0,0,0,0,0,0,10,Melon1st
5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,10,Melon1st
